본문,label
외국인 투자자의 매매를 연결고리로 대외 호재가 국내 채권금리 하락을 주도하고 있다.,0
국고채 3년 금리는 전주대비 31bp 하락한 5.52%에 국고채 5년 금리는 25bp 하락한 5.63%에 거래를 마감하였다.,0
"게다가, 은행권 유동성 부족에 따른 CD 금리의 상승세가 계속되고 있어 강력한 매수는 부담스럽다.",1
2008년 금리는 1분기까지 현재의 유동성 감소와 이동이 유지되면서 상승세를 이어갈 것으로전망된다.,1
"그러나, 2분기 이후 금리는 시중금리 상승과 유동성 감속의 효과가 실물부문에 전이되면서 안정세를 되찾을 것으로 생각한다.",0
잠시 수면아래로 가라앉았던 물가 불안이 금통위 회의를 계기로 다시 수면위로 부상하는 양상이다.,1
장기물 안정 속에 단기구간 금리의 상승으로 20년 및 10년물 대비 스프레드가 축소되고 있다.,1
"1분기를 저점으로 경기회복세가 유지되고 있으나, 경기회복은 기대수준 자체가 높기 때문에 이미 채권 가격에 녹아있다고 판단된다.",0
3분기의 콜금리 인상은 실물부문보다 유동성 증가세 억제에 대한 대응의 성격이 강했다.,1
유동성 증가속도가 두자릿수를 유지하고 있으나 부동산 등 자산가격의 안정과 국제금융시장 불안이 가중됨에 따라 연내 추가적인 콜금리 인상 가능성은 낮아 보인다.,0
자금시장의 수급불균형에 따른 단기금리의 하방경직성 또한 시중금리의 하락을 억제할 것이다.,1
주가하락과 금융시장의 불안으로 국고채 3년 금리와 CD금리는 역전을 시도하고 있다.,1
"아직 유동성 감속이 본격적으로 나타나지 않고 있다는 점은부담스러우나, 자산가격 상승이 전제되어야 유동성 재료가 부각될 수 있다는 점에서 유동성 측면에서의 금리인상 압력은 현재로서는 가능성이 낮다는 판단이다.",0
10월 채권금리는 완만한 상승세가 예상된다.,1
"10월채권시장은 수급변수가 주목 받을 것으로 예상되는데, 여수신 불균형으로 은행권의 CD 및 은행채 발행이 급증하고있는데, 이는 공급의 증가 뿐만 아니라 수요의 축소로 연결되기 때문에 수급 변수는채권시장에 비우호적이다.",1
"궁극적으로 CD와 은행채 발행량 증가는 금리인상의 누적적 효과와 금융시장 패러다임의 변화로 인식하는데, 이러한 흐름이 단시일내로 깨지기 어렵다는 점을 인식해야 할 것이다.종합하면, 10월 채권금리는 완만한 상승세가 예상된다.",1
금리 상승 기대 또한 전고점 부담이 여전하다.,0
금번 산업활동동향이 전월의 7.7%를 훌쩍 뛰어넘을 것으로 보여 전주에 이어 금리상승 압력이 우세할 것으로 전망된다.,1
"전주 주가지수의 하락 속도가 다소 지나친 측면이 있고, 금리의 하락탄력 둔화는 시장의 가격부담을 확인시켜주었다.",1
"시장의 예상을 벗어난 금리인상으로 금리 등락의 주도권이 통화당국에게 넘어가는 모습이나, 앞으로는 서브프라임 등 대외변수의 전개과정에 따라 정해질 것으로 예상된다.",1
"왜냐하면, 1) 8월 정책금리 동결이 예상된다는 점, 2) 한차례 금리인상 기대가 이미 금리에 반영되어 있다는 점, 3) 서브프라임 모기지 시장의 불안 등 대외호재가 다시 유입되고 있다는 점, 4) 자산간 상대강도 측면에서 채권 가격 메리트 발생국면에 진입했다는 점을 들 수 있다.현재 채권시장은 1분기 말과 여러 가지로 유사하다.",0
"한은의 통화긴축 스탠스를 확인하는 가운데, 당시에도 약 4개월에 걸친 금리상승으로 저가매수 심리가 강했고, 연말/연초 미시적 통화긴축을 단행한 이후였다.",0
"현재도 4월부터 4개월에 걸쳐 금리의 가파른 상승을 경험하였고, 7월 금리인상으로 추가 긴축에 대한 부담을 덜고 있다.",0
중장기적으로는 금리 상승 추세가 꺾였다고 보기 힘들다.,1
"금리인상을 중단시킬 신호가 보이지 않고, 경기는 견조한 회복세를 이어가고 있다.",1
"현재 금리인상이 당위성이나 환경, 시장의강세기대를 억누르려는 한은 총재의 발언 모두 채권시장에 우호적이지 않다.",1
"그러나, 금리인상 이후 시장의 반응이 너무 빠르다는 생각이다.",0
아직 추가적인 금리인상 기대가 금리에 모두 반영되었다고 보기는 어려우나 재료 반영 이후에는 다시 가격논리가 부상할 것이다.,1
시차효과로 인해 단기간 추가적인 금리인상을 기대하는 것은 너무 성급해 보인다.,1
2007년 하반기 역시 채권금리는 상승압력이 우세할 것이다.,1
"정책금리와 시장금리 사이 스프레드 확대 추세에도 장기구간 금리상승은 제한되는 양상인데, 금번 20년물 입찰을 통해 장기물 수요기관의 수요기반을 확인할 수 있을 것이다.",0
"금리인상 기대 형성 국면이 계속되는 가운데, 금주는 국고채 20년물 입찰로 주초 분위기가 형성되고, 이후, 목요일 예정된 5월 산업활동동향과 6월 FOMC회의를 기다리는 관망세가 예상된다.",1
악화된 환경 속에 채권금리는 상승압력이 우세할 것으로 전망된다.,1
내외 환경이 채권시장에 우호적인 방향으로 전개되고 있다.,0
"그러나, 3분기말~4분기 초 인플레이션의 순환적 안정에 힘입어 장단기 스프레드 축소 가능성이 존재한다.",0
"중단기 금리의 상승에도 불구하고 장기구간 금리의 상승이 제한되고 있는데, 앞으로는 내외여건 변화를 반영하며 10년물 이상의 장기구간도 약세를 보일 것으로 전망된다.",1
"금리 등락을 이끄는 모멘텀이 대외변수에서 펀더멘털과 유동성 긴축 등 국내 변수로 옮겨가는 가운데, 금리상승이 경기회복 기대를 바탕으로 진행되고 있다.",1
"게다가 금융당국의 유동성 긴축 정책에 따른 단기금리의 하방경직성 또한 시장금리 하락을 억제할 것으로 전망된다. 다만, 경기회복 속도와 채권금리 상승 사이의 속도조절은 필요해 보인다.",1
"금리인상이 전제되지 않는 이상 지표금리 5.1% 상단에서는 금리상승 탄력이 둔화될 것으로 전망되고, 경기확장이 본격화되고 인플레이션 압력이 높아질 하반기에 추가적으로 고점을 높일 것으로 전망된다.",0
"결국 금리의 장기적인 추세는 펀더멘털에의해 결정될 것이라고 여겨지는데, 아직 펀더멘털 차원에서는 금리 상승을 유도할 힘은 부족해 보인다.",0
금리의 하락반전까지는 어렵더라도 현 수준에서 추가적인 금리상승은 제한될것으로 전망된다.,0
"최근 금리상승으로 채권시장의 열기는 식었으나, 추세적인 금리상승을 위해서는 보다 강력한 재료가 필요해 보인다.",0
전주 채권시장은 연준의 금리인상 기대가 약화되면서 국고채 3년 기준 4.7%대에 안착하였다.,0
금주 채권시장은 단기금리의 하락을 확인하면서 금리하락 속도를 조절할 것으로 전망된다.,1
"다만, 우호적인 대외변수에도 불구하고 올해 국내 경기회복 기대와 함께 부동산 등의 문제로 금리인하가 어렵다는 점에서 향후 국내 금리하락 속도는 둔화될 것으로 전망된다.",1
"가격과 재료가 엇갈린 가운데, 호재 일방의 장세 속에서도 금리하락이 제한되고 있다.",1
작년4분기 이후 쉼 없는 채권가격 하락으로 저가매수 심리가 부활하는 상황에서 잇따른 호재로 2월 국고채 5년 금리는 4.8%대로 돌아왔다.,0
"내외 경제지표의 혼조 속에 국내 경기회복 전망을 바꿀 필요는 없겠으나,대외부문을 중심으로 회복 속도가 시장의 기대치를 충족하지 못하고 있어 아직 펀더멘털 측면에 의한 금리상승은 힘들 것으로 전망된다.",0
"전주 채권시장은 임대주택 펀드에 대한 우려가 지나치다는 판단과 함께, 금통위 회의를 계기로 통화긴축 스탠스가 완화됐다는 인식으로 장기물 중심의 강세 흐름을 보였다.",0
"추세까지는 확신할 수 없으나, 한은의 긴축 스탠스로 시작된 금리상승세는일단락된 것으로 판단된다.",0
"한은의 추가긴축에서 비롯된 금리상승이 단기구간에 머물러 있는 가운데, 지준율 인상 등의 효과는 시간이 갈수록 시장에 흡수될 것으로 전망된다.",1
3분기까지는 추세에 순응한 듀레이션 축소 접근이 바람직하다.,1
"다만, 2월에는 통화정책 변화로 야기된 금리상승은 진정될 것이다.",0
"장기금리 상승을 위해서는 경기지표의 회복세가 뒷받침해야 한다고 보는데, 당분간시장의 경기관을 바꿀만한 경제지표 발표가 없다는 점에서 장기금리의 등락은 주가, 환율등에 의해 소폭의 등락을 보일 것으로 전망된다.",1
"당초 예상보다 금리상승 속도가 빠른 모습이나, 시장의 제반여건상 금리상승 추세 전망은 여전히 유효해 보인다.",1
"채권 금리가 장기 추세선을 돌파하는 가운데, 중/단기 추세선 또한 장기 추세선을 상향돌파하는 모습으로 채권시장 약세흐름이 추세화 되는 듯 하다.",1
.금주 채권시장은 주말 예정된 1분기 GDP발표를 앞두고 전주의 박스권 안에서 강세 시도를 예상한다.,0
"현재 국고채 3년물 기준 4.7%는 콜금리 유지 기대가 반영된 수준이라고 여겨지는데, 추가적인 스프레드 축소는 어려워 보인다.",1
채권시장2007년 채권시장에서 금리는 상승압력이 높을 것으로 전망된다.,1
주택가격 상승은 자산가격이라는 경제적 차원을 넘는 것으로 주택가격의 불안요인이 잠재해 있는 이상 금리인하는 어렵다고 판단한다.,1
"내외 펀더멘털 전망이 양호한 가운데, 주택시장 불안이 계속될 경우 2007년 한차례 정도의 금리인상 가능성도 배제할 수 없다.",1
"장기적으로 저성장 기조가 계속되는 가운데, 세계적인 기대 인플레이션의 억제로 장기금리의 상승이 제한되고 있기 때문이다.",0
금주 채권시장은 주택가격 불안에 따른 콜금리 인상 우려가 해소됨에 따라 약세심리가 진정될 것으로 전망된다.,0
"채권시장 전망경제지표 호전이 금리인하 기대를 약화시키는 가운데, 금리는 9월 중순 이후의 하락폭을만회하고 있다.",1
"2006년 들어 시중금리는 콜금리 인상에도 불구하고 콜금리와의 스프레드를 축소했는데, 최근 발표되는 내외경제지표가 채권시장의 기대치에 부응하지 못해 강세흐름이 주춤거리고 있다.금리동결 기대를 넘어선 내외 채권시장 강세는 한계가 있다고 본다.",1
"한-미 통화당국 역시현재의 경기둔화를 인식하고 향후 경기둔화를 예상하고 있기 때문에 추가적인 금리인상을 기대하기는 어렵지만, 금리인하 전환 또한 기대하기 어렵다.",1
"게다가, 미 금리인상 중단을 기점으로 자산가격이 재반등을 모색하고 국내 부동산 시장이 불안한 흐름을 보이고있다는 점 또한 금리인하 기대를 억제할 것이다.",1
